date,location,time,unknown,day
9/9/2017,Great World,13:30:23,1328,WE
29/01/2017,Sandrich,13:26:40,1328,WE
11/6/2017,Sandrich,17:21:37,1328,WE
8/4/2017,Vedge,14:52:54,1329,WE
15/07/2017,Tamarind,17:15:27,1330,WE
1/1/2017,Sandrich,10:05:45,1330,WE
12/3/2017,7th Heaven,20:23:39,1331,WE
2/9/2017,Lomchin Wok,3:05:22,1332,WE
2/7/2017,Saarthi,6:49:40,1332,WE
30/03/2017,Domino's Pizza,18:36:34,1333,WD
23/07/2017,Sai Sagar,20:54:29,1333,WE
1/1/2017,Slice of Lime,12:41:05,1333,WE
7/3/2017,Slice of Lime,2:55:40,1334,WD
3/8/2017,Prithika Hotel,19:19:35,1334,WD
9/6/2017,Sandrich,5:18:28,1334,WD
18/02/2017,Vedge,11:31:28,1334,WE
16/05/2017,Francesco's Pizzeria,8:24:09,1335,WD
23/07/2017,Varsha,15:36:20,1335,WE
10/6/2017,Geeta Fast Food,13:02:50,1335,WE
20/08/2017,Aqua Garden Resto Bar,7:35:47,1335,WE
1/8/2017,Tindees QSR,8:14:57,1336,WD
28/07/2017,Tindees QSR,15:01:13,1336,WD
7/10/2017,Aqua Garden Resto Bar,6:28:31,1336,WE
1/1/2017,Prithika Hotel,2:01:06,1336,WE
26/04/2017,Sandrich,21:18:00,1337,WD
12/4/2017,Swastik,3:33:08,1337,WD
8/1/2017,Aqua Garden Resto Bar,14:56:02,1337,WE
11/2/2017,Sai Sagar,17:53:23,1337,WE
26/08/2017,Slice of Lime,13:25:07,1338,WE
24/09/2017,Geeta Fast Food,1:41:45,1338,WE
26/03/2017,Francesco's Pizzeria,3:15:06,1338,WE
1/7/2017,Geeta Fast Food,6:02:49,1339,WE
2/9/2017,Dairy Don,12:55:24,1339,WE
7/5/2017,Prithika Hotel,12:26:20,1339,WE
27/08/2017,China Valley,22:37:33,1339,WE
11/3/2017,Gupta Sandwiches & Snacks,9:06:30,1340,WE
16/04/2017,Hotel Silver Spoon,20:55:33,1340,WE
10/9/2017,Geeta Fast Food,20:25:16,1340,WE
21/05/2017,Sandrich,19:24:35,1340,WE
26/03/2017,Tindees QSR,5:10:14,1340,WE
16/09/2017,Prithika Hotel,11:43:55,1341,WE
19/08/2017,Swastik,6:46:18,1341,WE
7/5/2017,White Elephant Arena Cafe,8:25:24,1341,WE
2/7/2017,Golden Jade - Ramada,23:37:51,1341,WE
11/2/2017,Sai Sagar,18:25:05,1341,WE
9/7/2017,Dairy Don,16:45:07,1342,WE
19/03/2017,Tamarind,15:16:16,1342,WE
6/5/2017,Tindees QSR,23:21:17,1342,WE
5/8/2017,Great World,17:15:12,1342,WE
24/08/2017,Dairy Don,1:27:23,1343,WD
30/06/2017,Sai Sagar,17:40:31,1343,WD
8/4/2017,Varsha,6:11:13,1343,WE
18/02/2017,Gupta Sandwiches & Snacks,12:56:56,1343,WE
27/03/2017,Varsha,2:38:31,1345,WD
26/09/2017,Sai Sagar,4:57:36,1345,WD
1/10/2017,Gupta Sandwiches & Snacks,2:08:11,1345,WE
6/5/2017,Varsha,10:18:05,1345,WE
17/07/2017,The Spot,18:53:49,1346,WD
11/3/2017,Bombay Burger's,9:43:10,1346,WE
25/02/2017,Tindees QSR,6:04:00,1346,WE
2/4/2017,SR Restaurant and Lounge,15:53:33,1346,WE
23/05/2017,Sandrich,6:23:32,1347,WD
20/05/2017,Domino's Pizza,23:53:39,1347,WE
21/01/2017,The Tuck Box,18:54:21,1347,WE
13/08/2017,Sandrich,18:26:46,1347,WE
16/07/2017,Tindees QSR,14:58:36,1347,WE
2/4/2017,Tindees QSR,18:25:30,1348,WE
29/04/2017,Aqua Garden Resto Bar,21:53:04,1348,WE
27/08/2017,Saarthi,14:52:02,1349,WE
23/07/2017,Tindees QSR,13:51:55,1349,WE
16/01/2017,Sai Sagar,17:07:31,1350,WD
8/1/2017,Sandrich,16:00:11,1350,WE
17/06/2017,The Tuck Box,2:18:51,1351,WE
14/05/2017,146 East,21:16:20,1351,WE
1/10/2017,Saarthi,10:28:43,1351,WE
3/9/2017,Geeta Fast Food,18:20:49,1352,WE
30/09/2017,Varsha,12:44:12,1352,WE
6/8/2017,Sai Sagar,14:45:04,1352,WE
2/5/2017,Geeta Fast Food,4:31:05,1353,WD
22/07/2017,Varsha,18:06:03,1353,WE
14/09/2017,Geeta Fast Food,13:13:47,1354,WD
1/10/2017,Hotel Silver Spoon,17:14:40,1354,WE
11/3/2017,7th Heaven,5:03:01,1354,WE
15/01/2017,Slice of Lime,10:51:21,1354,WE
9/7/2017,Sai Sagar,6:12:08,1354,WE
25/06/2017,Prithika Hotel,21:13:50,1354,WE
17/07/2017,Gupta Sandwiches & Snacks,10:54:15,1355,WD
19/09/2017,Varsha,22:25:44,1355,WD
2/2/2017,Gupta Sandwiches & Snacks,16:13:24,1355,WD
20/05/2017,Lomchin Wok,18:31:38,1355,WE
13/05/2017,Great World,3:44:15,1355,WE
29/01/2017,Sandrich,2:26:10,1355,WE
14/02/2017,Swastik,7:16:19,1356,WD
28/01/2017,Sandrich,9:07:02,1356,WE
8/7/2017,Tindees QSR,3:01:20,1356,WE
11/5/2017,Saarthi,11:06:34,1357,WD
23/06/2017,The Tuck Box,18:09:54,1357,WD
28/01/2017,The Spot,12:51:14,1357,WE
28/05/2017,Sai Sagar,6:29:24,1357,WE
24/06/2017,Dairy Don,22:40:37,1357,WE
21/01/2017,Sandrich,6:02:34,1357,WE
21/03/2017,Vedge,15:52:28,1358,WD
16/09/2017,Swastik,4:04:24,1358,WE
14/05/2017,Rassam Express,12:19:54,1358,WE
25/06/2017,Dairy Don,13:05:53,1358,WE
9/1/2017,Sandrich,13:27:51,1359,WD
19/02/2017,SR Restaurant and Lounge,2:59:53,1360,WE
11/7/2017,Rassam Express,8:49:29,1361,WD
12/6/2017,White Elephant Arena Cafe,22:41:12,1361,WD
28/05/2017,Aqua Garden Resto Bar,21:21:02,1361,WE
15/01/2017,Geeta Fast Food,7:27:06,1361,WE
6/3/2017,Gupta Sandwiches & Snacks,17:43:08,1362,WD
31/01/2017,Sandrich,17:46:55,1363,WD
18/06/2017,Geeta Fast Food,18:11:02,1363,WE
12/5/2017,Sai Sagar,16:30:28,1364,WD
27/08/2017,Tindees QSR,15:52:37,1364,WE
8/1/2017,Sandrich,9:29:28,1364,WE
14/05/2017,Hotel Silver Spoon,14:29:16,1364,WE
16/08/2017,Domino's Pizza,7:00:35,1365,WD
29/07/2017,Gupta Sandwiches & Snacks,20:32:09,1365,WE
27/08/2017,Prithika Hotel,22:03:48,1365,WE
6/4/2017,Sai Sagar,0:42:53,1366,WD
12/6/2017,Golden Jade - Ramada,23:00:05,1366,WD
17/09/2017,Saarthi,19:49:11,1366,WE
3/6/2017,Sai Sagar,22:51:32,1366,WE
16/04/2017,Dairy Don,15:44:17,1366,WE
6/9/2017,Domino's Pizza,3:12:31,1367,WD
8/6/2017,Sandrich,2:24:48,1368,WD
5/8/2017,Prithika Hotel,20:59:53,1368,WE
22/01/2017,Sandrich,5:12:57,1368,WE
30/04/2017,Bombay Burger's,10:19:16,1368,WE
19/03/2017,Sai Sagar,3:44:03,1368,WE
7/10/2017,Varsha,13:17:11,1369,WE
25/03/2017,Peche Mignon - Novotel,22:51:21,1369,WE
11/6/2017,Swastik,16:45:40,1370,WE
1/1/2017,Sandrich,20:39:11,1370,WE
18/03/2017,Sai Sagar,3:51:36,1370,WE
24/09/2017,White Elephant Arena Cafe,6:52:01,1370,WE
11/1/2017,Vedge,17:18:44,1371,WD
17/01/2017,Tindees QSR,4:28:50,1371,WD
10/9/2017,China Valley,19:48:09,1371,WE
7/1/2017,Prasad Food Divine,6:16:10,1371,WE
29/03/2017,Sandrich,2:02:18,1372,WD
15/04/2017,Sandrich,7:07:28,1372,WE
31/08/2017,Geeta Fast Food,17:07:59,1373,WD
14/04/2017,Tamarind,0:37:41,1373,WD
13/05/2017,Prithika Hotel,9:29:02,1373,WE
19/02/2017,Lomchin Wok,14:00:16,1373,WE
6/10/2017,Lomchin Wok,0:59:54,1374,WD
1/8/2017,Sandrich,1:50:42,1375,WD
18/03/2017,Great World,8:11:35,1376,WE
19/03/2017,Sai Sagar,5:39:03,1376,WE
28/01/2017,Swastik,18:08:48,1376,WE
22/07/2017,Sai Sagar,15:25:31,1377,WE
28/05/2017,Geeta Fast Food,10:16:45,1377,WE
13/08/2017,White Elephant Arena Cafe,18:08:15,1377,WE
12/2/2017,Swastik,20:57:37,1377,WE
23/01/2017,BOX8 - Desi Meals,9:51:13,1378,WD
27/02/2017,Geeta Fast Food,2:37:02,1378,WD
20/01/2017,Sai Sagar,3:00:33,1378,WD
11/6/2017,Prithika Hotel,2:49:28,1378,WE
5/2/2017,Swastik,9:28:05,1378,WE
6/8/2017,Geeta Fast Food,23:32:03,1379,WE
4/8/2017,White Elephant Arena Cafe,19:07:54,1380,WD
5/8/2017,Gupta Sandwiches & Snacks,6:06:42,1380,WE
28/01/2017,Gupta Sandwiches & Snacks,17:11:28,1380,WE
14/01/2017,Sandrich,1:05:52,1380,WE
9/7/2017,Slice of Lime,16:36:55,1380,WE
23/07/2017,Varsha,5:48:00,1380,WE
19/02/2017,Varsha,14:36:56,1380,WE
26/08/2017,Kosmic Sheesha Lounge,6:16:42,1380,WE
28/05/2017,Tindees QSR,18:37:03,1380,WE
14/05/2017,Aqua Garden Resto Bar,1:50:06,1382,WE
8/7/2017,Sandrich,1:23:36,1382,WE
7/10/2017,Gupta Sandwiches & Snacks,9:09:42,1382,WE
26/01/2017,Dairy Don,5:37:35,1383,WD
4/2/2017,Domino's Pizza,22:45:41,1383,WE
1/1/2017,Sai Sagar,8:03:12,1383,WE
21/02/2017,Prithika Hotel,5:58:42,1384,WD
15/07/2017,Tamarind,17:56:02,1384,WE
11/6/2017,Sai Sagar,15:56:21,1384,WE
23/01/2017,Sleight of Hand,15:32:16,1385,WD
4/5/2017,Swastik,19:27:55,1385,WD
8/4/2017,Sai Sagar,15:41:13,1385,WE
14/05/2017,Gupta Sandwiches & Snacks,8:34:13,1385,WE
20/08/2017,The Spot,3:39:20,1385,WE
30/07/2017,Vedge,16:23:29,1385,WE
21/03/2017,Aqua Garden Resto Bar,4:25:08,1386,WD
23/04/2017,Sandrich,10:01:04,1386,WE
10/9/2017,Prithika Hotel,15:48:34,1386,WE
22/07/2017,Gupta Sandwiches & Snacks,10:12:28,1386,WE
25/05/2017,Bombay Burger's,22:06:50,1387,WD
19/02/2017,Tindees QSR,9:59:08,1387,WE
28/05/2017,7th Heaven,8:09:19,1387,WE
13/05/2017,Sandrich,20:12:56,1387,WE
23/05/2017,Sandrich,9:30:58,1388,WD
2/2/2017,Dairy Don,2:43:56,1388,WD
24/03/2017,Swastik,14:54:51,1388,WD
26/05/2017,Saarthi,14:57:58,1388,WD
22/01/2017,Gupta Sandwiches & Snacks,10:13:13,1388,WE
26/03/2017,Slice of Lime,15:24:19,1388,WE
26/08/2017,Geeta Fast Food,17:24:32,1388,WE
15/06/2017,Bombay Burger's,13:14:09,1389,WD
22/01/2017,StreetO,0:26:00,1389,WE
27/01/2017,Sandrich,4:49:41,1390,WD
22/01/2017,Dairy Don,14:58:25,1390,WE
25/06/2017,Domino's Pizza,17:12:53,1391,WE
7/1/2017,Lomchin Wok,14:51:06,1391,WE
11/7/2017,Hotel Silver Spoon,1:51:11,1392,WD
24/01/2017,Domino's Pizza,9:06:49,1392,WD
13/09/2017,Zeal 3 Seasons Family Restaurant & Bar,6:52:09,1392,WD
11/6/2017,Tindees QSR,1:31:09,1392,WE
8/7/2017,White Elephant Arena Cafe,5:14:55,1392,WE
10/8/2017,SR Restaurant and Lounge,14:50:38,1393,WD
7/1/2017,Geeta Fast Food,18:26:03,1393,WE
11/6/2017,Zeal 3 Seasons Family Restaurant & Bar,3:18:55,1393,WE
27/03/2017,Geeta Fast Food,4:37:09,1394,WD
19/03/2017,Geeta Fast Food,20:38:18,1394,WE
26/02/2017,Dairy Don,10:59:43,1394,WE
28/05/2017,Lomchin Wok,23:50:54,1394,WE
12/3/2017,Sai Sagar,21:43:35,1394,WE
1/10/2017,Geeta Fast Food,11:02:08,1394,WE
24/09/2017,Prithika Hotel,7:44:11,1395,WE
20/03/2017,Sandrich,14:14:45,1396,WD
14/05/2017,Tindees QSR,9:32:24,1396,WE
25/09/2017,Slice of Lime,4:44:22,1397,WD
2/7/2017,Prithika Hotel,13:26:10,1397,WE
23/09/2017,Swastik,3:14:54,1397,WE
27/08/2017,Great World,14:18:51,1397,WE
4/8/2017,Tindees QSR,12:30:01,1398,WD
2/8/2017,Prithika Hotel,9:25:37,1398,WD
19/03/2017,Sandrich,3:58:05,1398,WE
3/9/2017,Gupta Sandwiches & Snacks,18:54:58,1398,WE
11/3/2017,146 East,16:28:26,1398,WE
7/8/2017,Varsha,13:09:50,1399,WD
15/02/2017,Slice of Lime,13:31:06,1399,WD
28/05/2017,Kosmic Sheesha Lounge,10:01:15,1399,WE
12/6/2017,Swastik,5:47:40,1400,WD
25/02/2017,Domino's Pizza,21:01:25,1400,WE
21/08/2017,Gupta Sandwiches & Snacks,18:48:07,1401,WD
27/03/2017,Tamarind,2:08:15,1401,WD
5/3/2017,Domino's Pizza,20:53:43,1401,WE
18/06/2017,Sandrich,6:08:44,1401,WE
11/6/2017,Varsha,14:16:48,1401,WE
11/7/2017,Saarthi,21:29:15,1402,WD
19/01/2017,Peche Mignon - Novotel,2:04:19,1402,WD
13/05/2017,Prithika Hotel,0:39:10,1402,WE
29/04/2017,SR Restaurant and Lounge,9:05:45,1402,WE
5/2/2017,Aqua Garden Resto Bar,5:03:24,1402,WE
7/10/2017,Domino's Pizza,15:13:02,1403,WE
21/01/2017,Dairy Don,13:39:07,1403,WE
26/08/2017,Geeta Fast Food,7:19:50,1404,WE
5/3/2017,Saarthi,1:40:24,1404,WE
12/8/2017,Domino's Pizza,9:11:52,1404,WE
1/10/2017,Sandrich,21:37:56,1404,WE
1/3/2017,Prasad Food Divine,12:40:07,1405,WD
5/3/2017,Gupta Sandwiches & Snacks,17:13:02,1405,WE
3/5/2017,Great World,0:26:52,1406,WD
19/02/2017,Canvas Laugh Club,17:29:57,1407,WE
28/01/2017,Tindees QSR,20:10:16,1407,WE
8/1/2017,Domino's Pizza,16:17:54,1407,WE
20/09/2017,Sai Sagar,21:53:58,1408,WD
30/03/2017,Domino's Pizza,22:29:12,1408,WD
13/08/2017,Swastik,22:03:16,1408,WE
24/04/2017,Geeta Fast Food,20:10:50,1409,WD
17/06/2017,Gupta Sandwiches & Snacks,17:07:27,1409,WE
19/08/2017,Geeta Fast Food,8:51:25,1409,WE
2/4/2017,Tamarind,4:27:59,1409,WE
25/03/2017,BOX8 - Desi Meals,15:09:43,1409,WE
25/02/2017,Sai Sagar,13:11:23,1410,WE
30/07/2017,Domino's Pizza,9:55:44,1410,WE
8/1/2017,Sai Sagar,1:59:18,1410,WE
20/08/2017,Sandrich,17:12:44,1410,WE
2/2/2017,Swastik,2:25:21,1411,WD
18/09/2017,Lomchin Wok,16:35:44,1411,WD
15/06/2017,Varsha,2:47:15,1411,WD
6/1/2017,Domino's Pizza,14:15:21,1411,WD
15/07/2017,White Elephant Arena Cafe,11:08:48,1411,WE
8/4/2017,Varsha,21:02:10,1412,WE
9/9/2017,Tamarind,12:09:05,1412,WE
9/4/2017,Vedge,14:06:11,1412,WE
23/03/2017,Dairy Don,21:15:00,1413,WD
27/01/2017,Swastik,1:29:33,1413,WD
7/5/2017,130 East,4:58:08,1413,WE
10/6/2017,Sai Sagar,23:30:31,1413,WE
18/03/2017,Saarthi,15:59:24,1413,WE
26/05/2017,Aqua Garden Resto Bar,23:30:29,1414,WD
16/04/2017,Golden Jade - Ramada,1:42:24,1414,WE
1/1/2017,Tindees QSR,23:21:42,1414,WE
16/07/2017,Vedge,20:03:37,1414,WE
18/03/2017,Zeal 3 Seasons Family Restaurant & Bar,11:17:03,1414,WE
23/03/2017,Geeta Fast Food,21:53:28,1415,WD
17/09/2017,Kosmic Sheesha Lounge,3:51:18,1415,WE
28/01/2017,Swastik,2:51:13,1415,WE
3/9/2017,Lomchin Wok,0:44:47,1415,WE
23/09/2017,Swastik,0:18:59,1415,WE
5/5/2017,Sandrich,23:10:38,1416,WD
6/2/2017,Peche Mignon - Novotel,10:14:31,1416,WD
12/3/2017,Sandrich,1:30:53,1416,WE
22/06/2017,Sandrich,14:10:32,1417,WD
23/05/2017,Gupta Sandwiches & Snacks,6:37:37,1417,WD
25/03/2017,Sai Sagar,12:20:55,1417,WE
26/08/2017,Tindees QSR,20:17:32,1417,WE
3/1/2017,Sai Sagar,3:14:48,1418,WD
28/09/2017,Varsha,8:02:10,1418,WD
27/04/2017,Prasad Food Divine,20:05:53,1419,WD
21/08/2017,Swastik,15:05:53,1419,WD
30/07/2017,Sandrich,10:35:20,1419,WE
22/07/2017,The Spot,0:02:47,1419,WE
21/06/2017,Prithika Hotel,19:05:51,1420,WD
12/8/2017,Peche Mignon - Novotel,21:51:33,1420,WE
23/07/2017,Geeta Fast Food,12:06:44,1420,WE
29/07/2017,Prithika Hotel,4:34:28,1420,WE
24/09/2017,Lomchin Wok,21:15:34,1420,WE
9/4/2017,SR Restaurant and Lounge,19:16:55,1421,WE
19/03/2017,Sandrich,7:26:32,1421,WE
3/9/2017,Dairy Don,1:12:18,1421,WE
12/3/2017,Tindees QSR,23:10:33,1421,WE
24/05/2017,The Tuck Box,1:08:59,1422,WD
2/8/2017,Geeta Fast Food,11:10:11,1422,WD
23/07/2017,Sai Sagar,16:12:40,1422,WE
11/3/2017,Varsha,22:02:31,1422,WE
19/08/2017,Domino's Pizza,1:33:23,1423,WE
26/01/2017,BOX8 - Desi Meals,21:22:21,1424,WD
22/07/2017,Tindees QSR,10:20:15,1424,WE
6/8/2017,Tindees QSR,21:44:18,1424,WE
11/6/2017,Sai Sagar,20:51:58,1424,WE
11/7/2017,Sandrich,20:52:13,1425,WD
29/09/2017,Tamarind,9:07:39,1425,WD
20/05/2017,Sai Sagar,11:30:53,1425,WE
6/8/2017,Great World,18:46:06,1425,WE
21/01/2017,Great World,6:27:54,1425,WE
22/06/2017,Slice of Lime,15:45:46,1426,WD
30/03/2017,Dairy Don,15:55:19,1426,WD
5/1/2017,Dairy Don,6:14:01,1427,WD
12/8/2017,Geeta Fast Food,19:39:51,1427,WE
9/4/2017,Tindees QSR,17:39:52,1429,WE
21/01/2017,Slice of Lime,18:23:36,1430,WE
5/8/2017,Peche Mignon - Novotel,9:18:26,1430,WE
7/1/2017,Geeta Fast Food,12:10:00,1430,WE
7/10/2017,Domino's Pizza,23:25:35,1430,WE
23/04/2017,Gupta Sandwiches & Snacks,0:47:57,1430,WE
6/8/2017,Gupta Sandwiches & Snacks,22:38:47,1430,WE
26/08/2017,Sai Sagar,21:48:01,1430,WE
26/02/2017,Gupta Sandwiches & Snacks,1:37:52,1431,WE
28/05/2017,Geeta Fast Food,10:45:25,1431,WE
18/06/2017,Sandrich,12:53:17,1431,WE
7/4/2017,Varsha,21:53:52,1432,WD
16/06/2017,Geeta Fast Food,5:42:54,1432,WD
7/6/2017,StreetO,8:30:01,1432,WD
10/6/2017,Sai Sagar,19:46:21,1432,WE
29/04/2017,Great World,11:56:21,1432,WE
19/03/2017,Dairy Don,9:32:38,1432,WE
23/07/2017,Swastik,21:26:05,1432,WE
18/05/2017,Geeta Fast Food,20:17:02,1433,WD
2/2/2017,Sandrich,2:22:09,1433,WD
19/03/2017,Francesco's Pizzeria,1:46:28,1433,WE
12/2/2017,Tindees QSR,2:45:49,1433,WE
13/02/2017,Sai Sagar,0:05:20,1434,WD
21/06/2017,Geeta Fast Food,10:44:33,1435,WD
8/7/2017,139 East,4:56:10,1435,WE
12/6/2017,Gupta Sandwiches & Snacks,12:12:18,1436,WD
18/03/2017,Saarthi,3:30:11,1436,WE
4/4/2017,Gupta Sandwiches & Snacks,1:42:10,1437,WD
30/04/2017,Zeal 3 Seasons Family Restaurant & Bar,16:30:39,1437,WE
23/04/2017,127 East,5:20:26,1437,WE
11/2/2017,Sai Sagar,21:12:52,1437,WE
22/04/2017,Geeta Fast Food,9:43:04,1437,WE
25/06/2017,Domino's Pizza,16:05:30,1437,WE
12/8/2017,Geeta Fast Food,11:01:34,1437,WE
8/2/2017,Sandrich,16:39:46,1438,WD
21/09/2017,Varsha,14:00:19,1438,WD
2/7/2017,Varsha,1:31:00,1438,WE
3/6/2017,Geeta Fast Food,20:55:06,1438,WE
30/04/2017,Lomchin Wok,23:13:05,1438,WE
19/04/2017,Dairy Don,20:04:48,1439,WD
23/08/2017,China Valley,15:09:28,1439,WD
21/05/2017,Swastik,22:35:59,1439,WE
26/03/2017,Slice of Lime,7:33:17,1439,WE
5/8/2017,White Elephant Arena Cafe,14:32:13,1440,WE
9/4/2017,Canvas Laugh Club,23:16:36,1440,WE
21/04/2017,Sandrich,1:58:34,1441,WD
16/04/2017,Sandrich,9:48:27,1441,WE
25/06/2017,Rassam Express,16:22:49,1441,WE
15/01/2017,Geeta Fast Food,17:42:39,1442,WE
26/03/2017,Saarthi,14:27:10,1442,WE
15/07/2017,Prithika Hotel,7:36:51,1443,WE
3/9/2017,BOX8 - Desi Meals,1:47:55,1444,WE
5/3/2017,Tindees QSR,4:01:28,1444,WE
8/7/2017,Domino's Pizza,0:17:56,1445,WE
8/4/2017,Prithika Hotel,19:53:03,1445,WE
18/02/2017,Geeta Fast Food,23:48:05,1445,WE
16/09/2017,SR Restaurant and Lounge,9:25:01,1445,WE
12/6/2017,Sai Sagar,16:41:07,1446,WD
27/08/2017,Slice of Lime,5:56:51,1446,WE
7/10/2017,Saarthi,5:26:49,1446,WE
27/08/2017,Bombay Burger's,13:32:02,1446,WE
12/7/2017,Sandrich,4:51:59,1447,WD
12/6/2017,Gupta Sandwiches & Snacks,15:59:41,1447,WD
11/1/2017,Zeal 3 Seasons Family Restaurant & Bar,15:58:38,1447,WD
8/7/2017,Prithika Hotel,14:19:26,1447,WE
22/07/2017,Swastik,3:37:16,1447,WE
5/8/2017,Saarthi,2:47:32,1447,WE
20/05/2017,SR Restaurant and Lounge,18:23:15,1447,WE
29/01/2017,Rassam Express,3:43:28,1448,WE
10/9/2017,Domino's Pizza,11:04:21,1448,WE
21/05/2017,Saarthi,3:36:11,1448,WE
16/04/2017,Swastik,5:46:42,1448,WE
19/04/2017,Prithika Hotel,18:57:24,1449,WD
16/08/2017,Saarthi,21:23:38,1449,WD
18/08/2017,Tamarind,19:56:15,1449,WD
1/4/2017,Rassam Express,18:10:00,1449,WE
9/2/2017,Sandrich,1:30:47,1451,WD
7/5/2017,Lomchin Wok,17:09:07,1451,WE
7/6/2017,Slice of Lime,4:47:57,1452,WD
13/05/2017,Canvas Laugh Club,20:21:27,1452,WE
26/02/2017,Prasad Food Divine,7:17:42,1452,WE
5/8/2017,White Elephant Arena Cafe,12:51:01,1452,WE
27/05/2017,Sandrich,15:07:31,1452,WE
9/1/2017,Prithika Hotel,11:20:28,1453,WD
5/9/2017,Geeta Fast Food,19:37:55,1453,WD
26/05/2017,Gupta Sandwiches & Snacks,18:53:18,1453,WD
1/3/2017,Domino's Pizza,6:10:48,1453,WD
23/04/2017,Lomchin Wok,4:55:04,1453,WE
5/2/2017,Hotel Silver Spoon,17:18:52,1453,WE
6/8/2017,Domino's Pizza,0:16:06,1454,WE
23/09/2017,Tindees QSR,0:12:10,1454,WE
30/09/2017,Sandrich,7:56:16,1454,WE
30/04/2017,Varsha,2:33:31,1454,WE
5/1/2017,Gupta Sandwiches & Snacks,18:06:33,1455,WD
3/8/2017,Saarthi,0:44:23,1456,WD
17/06/2017,Domino's Pizza,2:01:05,1456,WE
4/5/2017,Saarthi,6:01:20,1457,WD
21/02/2017,Swastik,14:10:12,1457,WD
21/01/2017,Vedge,6:28:32,1457,WE
12/3/2017,Varsha,21:08:27,1457,WE
26/08/2017,Sai Sagar,1:14:22,1457,WE
23/01/2017,Canvas Laugh Club,2:24:58,1458,WD
16/05/2017,The Tuck Box,17:22:20,1458,WD
1/1/2017,Prithika Hotel,13:59:16,1458,WE
20/06/2017,Tindees QSR,3:58:44,1459,WD
7/1/2017,Sai Sagar,7:20:21,1459,WE
29/04/2017,Sandrich,21:12:21,1459,WE
20/07/2017,Golden Jade - Ramada,20:39:41,1460,WD
1/1/2017,Sandrich,1:37:14,1460,WE
6/10/2017,Sandrich,14:09:30,1461,WD
28/07/2017,Golden Jade - Ramada,7:48:36,1461,WD
26/03/2017,Varsha,1:46:29,1461,WE
20/09/2017,Swastik,13:37:14,1462,WD
13/06/2017,Vedge,8:41:44,1462,WD
14/07/2017,SR Restaurant and Lounge,11:40:08,1462,WD
22/07/2017,Swastik,3:28:15,1462,WE
25/03/2017,The Tuck Box,20:42:22,1462,WE
16/07/2017,Domino's Pizza,9:06:54,1462,WE
9/8/2017,Sai Sagar,0:24:06,1463,WD
26/08/2017,Geeta Fast Food,0:51:47,1463,WE
21/07/2017,Sandrich,22:50:12,1464,WD
8/1/2017,Geeta Fast Food,8:54:53,1464,WE
2/8/2017,The Tuck Box,6:10:41,1465,WD
15/06/2017,Varsha,3:30:39,1465,WD
18/04/2017,Saarthi,11:06:51,1465,WD
22/07/2017,Francesco's Pizzeria,0:15:23,1465,WE
17/09/2017,Swastik,9:18:34,1465,WE
26/03/2017,Varsha,1:28:44,1465,WE
21/07/2017,Gupta Sandwiches & Snacks,15:52:12,1466,WD
15/07/2017,The Tuck Box,17:33:19,1467,WE
1/5/2017,Varsha,3:59:11,1469,WD
28/05/2017,Domino's Pizza,5:01:35,1469,WE
18/02/2017,Kosmic Sheesha Lounge,8:47:09,1469,WE
30/03/2017,Prithika Hotel,12:01:52,1470,WD
31/07/2017,SR Restaurant and Lounge,2:47:40,1470,WD
21/08/2017,Tindees QSR,7:23:07,1470,WD
28/08/2017,China Valley,13:48:29,1470,WD
17/05/2017,Golden Jade - Ramada,14:46:35,1470,WD
7/1/2017,Gupta Sandwiches & Snacks,20:16:14,1470,WE
24/09/2017,Prasad Food Divine,0:38:22,1470,WE
9/9/2017,7th Heaven,3:25:16,1471,WE
22/04/2017,Sandrich,23:39:57,1471,WE
23/06/2017,SR Restaurant and Lounge,18:33:54,1472,WD
1/5/2017,Prithika Hotel,15:49:54,1473,WD
29/04/2017,Gupta Sandwiches & Snacks,18:36:07,1473,WE
1/10/2017,Swastik,0:07:43,1473,WE
1/7/2017,Tindees QSR,15:53:05,1473,WE
18/02/2017,BOX8 - Desi Meals,8:59:51,1473,WE
6/6/2017,Sai Sagar,15:34:28,1474,WD
27/04/2017,Prithika Hotel,0:58:04,1474,WD
20/05/2017,Slice of Lime,12:21:50,1474,WE
30/09/2017,Sai Sagar,12:41:19,1474,WE
8/4/2017,Lomchin Wok,10:46:42,1474,WE
1/10/2017,Tamarind,12:23:51,1474,WE
25/02/2017,Prithika Hotel,9:12:55,1475,WE
16/07/2017,BOX8 - Desi Meals,18:50:00,1475,WE
11/2/2017,Gupta Sandwiches & Snacks,17:05:56,1475,WE
28/02/2017,Golden Jade - Ramada,21:23:51,1476,WD
22/01/2017,Sai Sagar,5:51:44,1476,WE
17/09/2017,White Elephant Arena Cafe,23:59:57,1476,WE
3/6/2017,Dairy Don,8:50:02,1476,WE
6/9/2017,Dairy Don,13:24:48,1477,WD
20/09/2017,Dairy Don,20:43:40,1478,WD
9/3/2017,Prithika Hotel,15:54:26,1478,WD
13/01/2017,Great World,16:11:44,1478,WD
18/06/2017,Prithika Hotel,22:25:57,1478,WE
5/8/2017,Domino's Pizza,15:19:37,1478,WE
2/7/2017,Tindees QSR,16:25:27,1478,WE
16/09/2017,Gupta Sandwiches & Snacks,15:04:05,1478,WE
